"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Update user with SQL injection attempt","tests","Fri Nov 28 14:44:08 UTC 2025","passed","Fri Nov 28 14:44:08 UTC 2025","TestUsers","test_users","",""
"","2","Delete user - positive","tests","Fri Nov 28 14:43:58 UTC 2025","passed","Fri Nov 28 14:43:58 UTC 2025","TestUsers","test_users","",""
"Test that invalid Bearer token returns 401 Unauthorized on write operations.","2","Invalid bearer token should return 401","tests","Fri Nov 28 14:43:43 UTC 2025","failed","Fri Nov 28 14:43:43 UTC 2025","TestBearerTokenAuth","test_authentication","",""
"","4","Get all todos for user","tests","Fri Nov 28 14:43:49 UTC 2025","passed","Fri Nov 28 14:43:49 UTC 2025","TestTodos","test_todos","",""
"Verify both authentication methods return successful responses.","2","Both auth methods should return successful response","tests","Fri Nov 28 14:43:44 UTC 2025","passed","Fri Nov 28 14:43:44 UTC 2025","TestAuthenticationComparison","test_authentication","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:44:11 UTC 2025","passed","Fri Nov 28 14:44:11 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 14:44:00 UTC 2025","passed","Fri Nov 28 14:44:00 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 14:43:51 UTC 2025","passed","Fri Nov 28 14:43:51 UTC 2025","TestTodos","test_todos","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:05 UTC 2025","passed","Fri Nov 28 14:44:05 UTC 2025","TestUsers","test_users","",""
"Test GET request with access_token query parameter.","4","Get users list with query param auth","tests","Fri Nov 28 14:43:43 UTC 2025","passed","Fri Nov 28 14:43:43 UTC 2025","TestQueryParameterAuth","test_authentication","",""
"","4","Create todo for user","tests","Fri Nov 28 14:43:50 UTC 2025","passed","Fri Nov 28 14:43:50 UTC 2025","TestTodos","test_todos","",""
"","3","Create a user's post","tests","Fri Nov 28 14:43:46 UTC 2025","passed","Fri Nov 28 14:43:46 UTC 2025","TestPosts","test_posts","",""
