"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Create a user's post","tests","Fri Nov 28 14:43:54 UTC 2025","passed","Fri Nov 28 14:43:54 UTC 2025","TestPosts","test_posts","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 14:44:17 UTC 2025","passed","Fri Nov 28 14:44:17 UTC 2025","TestUsers","test_users","",""
"","1","Update user - user not found","tests","Fri Nov 28 14:44:06 UTC 2025","passed","Fri Nov 28 14:44:06 UTC 2025","TestUsers","test_users","",""
"Test that request without authentication returns 401.","24","Request without auth should return 401","tests","Fri Nov 28 14:43:53 UTC 2025","passed","Fri Nov 28 14:43:53 UTC 2025","TestNoAuthentication","test_authentication","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 14:44:16 UTC 2025","passed","Fri Nov 28 14:44:16 UTC 2025","TestUsers","test_users","",""
"","6","Delete updated user","tests","Fri Nov 28 14:44:07 UTC 2025","passed","Fri Nov 28 14:44:07 UTC 2025","TestUsers","test_users","",""
"","1","Update user with overflow payload","tests","Fri Nov 28 14:44:10 UTC 2025","passed","Fri Nov 28 14:44:10 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:15 UTC 2025","passed","Fri Nov 28 14:44:15 UTC 2025","TestUsers","test_users","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 14:44:03 UTC 2025","passed","Fri Nov 28 14:44:03 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 14:43:59 UTC 2025","passed","Fri Nov 28 14:43:59 UTC 2025","TestTodos","test_todos","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:44:19 UTC 2025","passed","Fri Nov 28 14:44:19 UTC 2025","TestUsers","test_users","",""
"Test GET request with Authorization Bearer header.","5","Get users list with bearer token auth","tests","Fri Nov 28 14:43:50 UTC 2025","passed","Fri Nov 28 14:43:50 UTC 2025","TestBearerTokenAuth","test_authentication","",""
"","1","Create user - negative","tests","Fri Nov 28 14:44:01 UTC 2025","passed","Fri Nov 28 14:44:01 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:44:19 UTC 2025","passed","Fri Nov 28 14:44:19 UTC 2025","TestUsers","test_users","",""
"","1","Create user - negative","tests","Fri Nov 28 14:44:02 UTC 2025","passed","Fri Nov 28 14:44:02 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:43:56 UTC 2025","passed","Fri Nov 28 14:43:56 UTC 2025","TestPosts","test_posts","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:14 UTC 2025","passed","Fri Nov 28 14:44:14 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:15 UTC 2025","passed","Fri Nov 28 14:44:15 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:11 UTC 2025","passed","Fri Nov 28 14:44:11 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:12 UTC 2025","passed","Fri Nov 28 14:44:12 UTC 2025","TestUsers","test_users","",""
"","1","Create user with overflow payload","tests","Fri Nov 28 14:44:09 UTC 2025","passed","Fri Nov 28 14:44:09 UTC 2025","TestUsers","test_users","",""
"","2","Create user with overflow payload","tests","Fri Nov 28 14:44:10 UTC 2025","passed","Fri Nov 28 14:44:10 UTC 2025","TestUsers","test_users","",""
"","5","Update user - positive","tests","Fri Nov 28 14:44:04 UTC 2025","passed","Fri Nov 28 14:44:04 UTC 2025","TestUsers","test_users","",""
"","4","Get posts list for user","tests","Fri Nov 28 14:43:53 UTC 2025","passed","Fri Nov 28 14:43:53 UTC 2025","TestPosts","test_posts","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 14:43:59 UTC 2025","passed","Fri Nov 28 14:43:59 UTC 2025","TestTodos","test_todos","",""
"","5","Get all todos for user","tests","Fri Nov 28 14:43:57 UTC 2025","passed","Fri Nov 28 14:43:57 UTC 2025","TestTodos","test_todos","",""
"","1","Create user - negative","tests","Fri Nov 28 14:44:01 UTC 2025","passed","Fri Nov 28 14:44:01 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:43:55 UTC 2025","passed","Fri Nov 28 14:43:55 UTC 2025","TestPosts","test_posts","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 14:44:17 UTC 2025","passed","Fri Nov 28 14:44:17 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:43:55 UTC 2025","passed","Fri Nov 28 14:43:55 UTC 2025","TestPosts","test_posts","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:12 UTC 2025","passed","Fri Nov 28 14:44:12 UTC 2025","TestUsers","test_users","",""
"","1","Create user with overflow payload","tests","Fri Nov 28 14:44:09 UTC 2025","passed","Fri Nov 28 14:44:09 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 14:44:07 UTC 2025","passed","Fri Nov 28 14:44:07 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:13 UTC 2025","passed","Fri Nov 28 14:44:13 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:44:18 UTC 2025","passed","Fri Nov 28 14:44:18 UTC 2025","TestUsers","test_users","",""
"","4","Get todos list for user","tests","Fri Nov 28 14:43:56 UTC 2025","passed","Fri Nov 28 14:43:56 UTC 2025","TestTodos","test_todos","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 14:44:04 UTC 2025","passed","Fri Nov 28 14:44:04 UTC 2025","TestUsers","test_users","",""
"Test that invalid access_token in query params returns 401 on write operations.","2","Invalid query param token should return 401","tests","Fri Nov 28 14:43:52 UTC 2025","failed","Fri Nov 28 14:43:52 UTC 2025","TestQueryParameterAuth","test_authentication","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:44:13 UTC 2025","passed","Fri Nov 28 14:44:13 UTC 2025","TestUsers","test_users","",""
"","5","Get all posts for user","tests","Fri Nov 28 14:43:54 UTC 2025","passed","Fri Nov 28 14:43:54 UTC 2025","TestPosts","test_posts","",""
"","4","Get user by ID - positive","tests","Fri Nov 28 14:44:02 UTC 2025","passed","Fri Nov 28 14:44:02 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 14:44:08 UTC 2025","passed","Fri Nov 28 14:44:08 UTC 2025","TestUsers","test_users","",""
"","1","Update user - user not found","tests","Fri Nov 28 14:44:05 UTC 2025","passed","Fri Nov 28 14:44:05 UTC 2025","TestUsers","test_users","",""
"","4","Create user - positive","tests","Fri Nov 28 14:44:00 UTC 2025","passed","Fri Nov 28 14:44:00 UTC 2025","TestUsers","test_users","",""
"","3","Update user with overflow payload","tests","Fri Nov 28 14:44:11 UTC 2025","passed","Fri Nov 28 14:44:11 UTC 2025","TestUsers","test_users","",""
"","2","Get user with SQL injection in ID","tests","Fri Nov 28 14:44:18 UTC 2025","passed","Fri Nov 28 14:44:18 UTC 2025","TestUsers","test_users","",""
"Test that invalid Bearer token returns 401 Unauthorized on write operations.","2","Invalid bearer token should return 401","tests","Fri Nov 28 14:43:51 UTC 2025","failed","Fri Nov 28 14:43:51 UTC 2025","TestBearerTokenAuth","test_authentication","",""
