"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:34 UTC 2025","passed","Fri Nov 28 14:55:34 UTC 2025","TestUsers","test_users","",""
"Test that invalid Bearer token returns 401 Unauthorized on write operations.","2","Invalid bearer token should return 401","tests","Fri Nov 28 14:55:12 UTC 2025","passed","Fri Nov 28 14:55:12 UTC 2025","TestBearerTokenAuth","test_authentication","",""
"","1","Create user - negative","tests","Fri Nov 28 14:55:21 UTC 2025","passed","Fri Nov 28 14:55:21 UTC 2025","TestUsers","test_users","",""
"","1","Create user - negative","tests","Fri Nov 28 14:55:22 UTC 2025","passed","Fri Nov 28 14:55:22 UTC 2025","TestUsers","test_users","",""
"","2","Update user with overflow payload","tests","Fri Nov 28 14:55:32 UTC 2025","passed","Fri Nov 28 14:55:32 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:55:16 UTC 2025","passed","Fri Nov 28 14:55:16 UTC 2025","TestPosts","test_posts","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:55:17 UTC 2025","passed","Fri Nov 28 14:55:17 UTC 2025","TestPosts","test_posts","",""
"Test GET request with access_token query parameter.","4","Get users list with query param auth","tests","Fri Nov 28 14:55:12 UTC 2025","passed","Fri Nov 28 14:55:12 UTC 2025","TestQueryParameterAuth","test_authentication","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:32 UTC 2025","passed","Fri Nov 28 14:55:32 UTC 2025","TestUsers","test_users","",""
"","2","Get user with SQL injection in ID","tests","Fri Nov 28 14:55:39 UTC 2025","passed","Fri Nov 28 14:55:39 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:33 UTC 2025","passed","Fri Nov 28 14:55:33 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:36 UTC 2025","passed","Fri Nov 28 14:55:36 UTC 2025","TestUsers","test_users","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 14:55:38 UTC 2025","passed","Fri Nov 28 14:55:38 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:55:39 UTC 2025","passed","Fri Nov 28 14:55:39 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 14:55:16 UTC 2025","passed","Fri Nov 28 14:55:16 UTC 2025","TestPosts","test_posts","",""
"Test that invalid access_token in query params returns 401 on write operations.","2","Invalid query param token should return 401","tests","Fri Nov 28 14:55:13 UTC 2025","passed","Fri Nov 28 14:55:13 UTC 2025","TestQueryParameterAuth","test_authentication","",""
"","5","Get all todos for user","tests","Fri Nov 28 14:55:18 UTC 2025","passed","Fri Nov 28 14:55:18 UTC 2025","TestTodos","test_todos","",""
"","1","Create user with overflow payload","tests","Fri Nov 28 14:55:30 UTC 2025","passed","Fri Nov 28 14:55:30 UTC 2025","TestUsers","test_users","",""
"","2","Delete user - positive","tests","Fri Nov 28 14:55:27 UTC 2025","passed","Fri Nov 28 14:55:27 UTC 2025","TestUsers","test_users","",""
"","2","Update user - user not found","tests","Fri Nov 28 14:55:26 UTC 2025","passed","Fri Nov 28 14:55:26 UTC 2025","TestUsers","test_users","",""
"","4","Create todo for user","tests","Fri Nov 28 14:55:18 UTC 2025","passed","Fri Nov 28 14:55:18 UTC 2025","TestTodos","test_todos","",""
"","5","Get all posts for user","tests","Fri Nov 28 14:55:15 UTC 2025","passed","Fri Nov 28 14:55:15 UTC 2025","TestPosts","test_posts","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 14:55:24 UTC 2025","passed","Fri Nov 28 14:55:24 UTC 2025","TestUsers","test_users","",""
"Test that request without authentication returns 401.","24","Request without auth should return 401","tests","Fri Nov 28 14:55:14 UTC 2025","passed","Fri Nov 28 14:55:14 UTC 2025","TestNoAuthentication","test_authentication","",""
"","1","Delete user - user not found","tests","Fri Nov 28 14:55:29 UTC 2025","passed","Fri Nov 28 14:55:29 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 14:55:20 UTC 2025","passed","Fri Nov 28 14:55:20 UTC 2025","TestTodos","test_todos","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:33 UTC 2025","passed","Fri Nov 28 14:55:33 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:36 UTC 2025","passed","Fri Nov 28 14:55:36 UTC 2025","TestUsers","test_users","",""
"","4","Get user by ID - positive","tests","Fri Nov 28 14:55:23 UTC 2025","passed","Fri Nov 28 14:55:23 UTC 2025","TestUsers","test_users","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 14:55:24 UTC 2025","passed","Fri Nov 28 14:55:24 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 14:55:29 UTC 2025","passed","Fri Nov 28 14:55:29 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 14:55:35 UTC 2025","passed","Fri Nov 28 14:55:35 UTC 2025","TestUsers","test_users","",""
"","3","Create a user's post","tests","Fri Nov 28 14:55:15 UTC 2025","passed","Fri Nov 28 14:55:15 UTC 2025","TestPosts","test_posts","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 14:55:40 UTC 2025","passed","Fri Nov 28 14:55:40 UTC 2025","TestUsers","test_users","",""
"","1","Update user with SQL injection attempt","tests","Fri Nov 28 14:55:38 UTC 2025","passed","Fri Nov 28 14:55:38 UTC 2025","TestUsers","test_users","",""
"","5","Get todos list for user","tests","Fri Nov 28 14:55:17 UTC 2025","passed","Fri Nov 28 14:55:17 UTC 2025","TestTodos","test_todos","",""
"","4","Create user - positive","tests","Fri Nov 28 14:55:21 UTC 2025","passed","Fri Nov 28 14:55:21 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 14:55:19 UTC 2025","passed","Fri Nov 28 14:55:19 UTC 2025","TestTodos","test_todos","",""
"","1","Update user with overflow payload","tests","Fri Nov 28 14:55:31 UTC 2025","passed","Fri Nov 28 14:55:31 UTC 2025","TestUsers","test_users","",""
